BLSE/JTS00000000HIL,Hires for Total nonfarm in Total US Region
BLSE/JTS10000000JOL,Job openings for Total private in Total US Region
BLSE/CEU0000000010,"Employment - Women employees, thousands; Total nonfarm industry"
BLSE/JTS10000000OSR,Other separations for Total private in Total US Region
BLSE/CES0000000001,"Employment - All employees, thousands; Total nonfarm industry"
BLSE/JTS10000000TSL,Total separations for Total private in Total US Region
BLSE/JTS23000000JOR,Job openings for Construction in Total US Region
BLSE/JTS00000000OSR,Other separations for Total nonfarm in Total US Region
BLSE/JTS23000000QUR,Quits for Construction in Total US Region
BLSE/JTS32000000JOR,Job openings for Durable goods manufacturing in Total US Region
BLSE/JTS32000000QUR,Quits for Durable goods manufacturing in Total US Region
BLSE/CES9000000010,"Employment - Women employees, thousands; Government industry"
BLSE/JTS10000000LDL,Layoffs and discharges for Total private in Total US Region
BLSE/CEU0600000010,"Employment - Women employees, thousands; Goods-producing industry"
BLSE/JTS10000000QUL,Quits for Total private in Total US Region
BLSE/JTS23000000HIL,Hires for Construction in Total US Region
BLSE/JTS32000000TSL,Total separations for Durable goods manufacturing in Total US Region
BLSE/CEU0700000010,"Employment - Women employees, thousands; Service-providing industry"
BLSE/JTS23000000TSL,Total separations for Construction in Total US Region
BLSE/JTS34000000TSL,Total separations for Nondurable goods manufacturing in Total US Region
BLSE/JTS30000000HIL,Hires for Manufacturing in Total US Region
BLSE/JTS00000000JOR,Job openings for Total nonfarm in Total US Region
BLSE/JTS00000000JOL,Job openings for Total nonfarm in Total US Region
BLSE/JTS30000000JOL,Job openings for Manufacturing in Total US Region
BLSE/JTS40000000TSR,"Total separations for Trade, transportation, and utilities in Total US Region"
BLSE/JTS32000000JOL,Job openings for Durable goods manufacturing in Total US Region
BLSE/JTS44000000JOR,Job openings for Retail trade in Total US Region
BLSE/CEU0500000010,"Employment - Women employees, thousands; Total private industry"
BLSE/JTS54009900JOL,Job openings for Professional and business services in Total US Region
BLSE/JTS54009900QUL,Quits for Professional and business services in Total US Region
BLSE/JTS34000000HIL,Hires for Nondurable goods manufacturing in Total US Region
BLSE/JTS00000000OSL,Other separations for Total nonfarm in Total US Region
BLSE/JTS00000000TSL,Total separations for Total nonfarm in Total US Region
BLSE/JTS00000000LDR,Layoffs and discharges for Total nonfarm in Total US Region
BLSE/JTS40000000HIR,"Hires for Trade, transportation, and utilities in Total US Region"
BLSE/JTS10000000HIL,Hires for Total private in Total US Region
BLSE/JTS10000000HIR,Hires for Total private in Total US Region
BLSE/JTS62000000JOL,Job openings for Health care and social assistance in Total US Region
BLSE/JTS60000000TSR,Total separations for Education and health services in Total US Region
BLSE/JTS44000000HIR,Hires for Retail trade in Total US Region
BLSE/JTS10000000JOR,Job openings for Total private in Total US Region
BLSE/JTS70000000HIR,Hires for Leisure and hospitality in Total US Region
BLSE/JTS10000000OSL,Other separations for Total private in Total US Region
BLSE/JTS44000000QUL,Quits for Retail trade in Total US Region
BLSE/JTS10000000TSR,Total separations for Total private in Total US Region
BLSE/JTS00000000LDL,Layoffs and discharges for Total nonfarm in Total US Region
BLSE/JTS23000000HIR,Hires for Construction in Total US Region
BLSE/JTS70000000TSR,Total separations for Leisure and hospitality in Total US Region
BLSE/JTS60000000HIL,Hires for Education and health services in Total US Region
BLSE/JTS23000000QUL,Quits for Construction in Total US Region
BLSE/JTS71000000JOL,"Job openings for Arts, entertainment, and recreation in Total US Region"
BLSE/JTS54009900TSR,Total separations for Professional and business services in Total US Region
BLSE/JTS23000000TSR,Total separations for Construction in Total US Region
BLSE/JTS72000000HIL,Hires for Accommodation and food services in Total US Region
BLSE/JTS30000000JOR,Job openings for Manufacturing in Total US Region
BLSE/JTS30000000QUL,Quits for Manufacturing in Total US Region
BLSE/JTS62000000HIL,Hires for Health care and social assistance in Total US Region
BLSE/JTS30000000QUR,Quits for Manufacturing in Total US Region
BLSE/JTS30000000TSL,Total separations for Manufacturing in Total US Region
BLSE/JTS62000000QUR,Quits for Health care and social assistance in Total US Region
BLSE/JTS32000000HIR,Hires for Durable goods manufacturing in Total US Region
BLSE/JTS62000000TSL,Total separations for Health care and social assistance in Total US Region
BLSE/JTS72000000TSR,Total separations for Accommodation and food services in Total US Region
BLSE/JTS32000000QUL,Quits for Durable goods manufacturing in Total US Region
BLSE/JTS72000000JOR,Job openings for Accommodation and food services in Total US Region
BLSE/JTS00000000TSR,Total separations for Total nonfarm in Total US Region
BLSE/JTS00000000QUL,Quits for Total nonfarm in Total US Region
BLSE/JTS90000000LDL,Layoffs and discharges for Government in Total US Region
BLSE/JTS70000000JOL,Job openings for Leisure and hospitality in Total US Region
BLSE/JTS34000000HIR,Hires for Nondurable goods manufacturing in Total US Region
BLSE/JTS70000000JOR,Job openings for Leisure and hospitality in Total US Region
BLSE/JTS34000000QUR,Quits for Nondurable goods manufacturing in Total US Region
BLSE/JTS90000000TSL,Total separations for Government in Total US Region
BLSE/JTS00000000QUR,Quits for Total nonfarm in Total US Region
BLSE/JTS10000000LDR,Layoffs and discharges for Total private in Total US Region
BLSE/JTS34000000JOL,Job openings for Nondurable goods manufacturing in Total US Region
BLSE/JTS71000000HIR,"Hires for Arts, entertainment, and recreation in Total US Region"
BLSE/JTS34000000TSR,Total separations for Nondurable goods manufacturing in Total US Region
BLSE/JTS10000000QUR,Quits for Total private in Total US Region
BLSE/JTS40000000JOR,"Job openings for Trade, transportation, and utilities in Total US Region"
BLSE/JTS40000000JOL,"Job openings for Trade, transportation, and utilities in Total US Region"
BLSE/JTS71000000QUR,"Quits for Arts, entertainment, and recreation in Total US Region"
BLSE/JTS40000000TSL,"Total separations for Trade, transportation, and utilities in Total US Region"
BLSE/JTS92000000QUR,Quits for State and local in Total US Region
BLSE/JTS40000000QUR,"Quits for Trade, transportation, and utilities in Total US Region"
BLSE/JTS23000000JOL,Job openings for Construction in Total US Region
BLSE/JTS92000000TSR,Total separations for State and local in Total US Region
BLSE/JTS44000000HIL,Hires for Retail trade in Total US Region
BLSE/JTS72000000QUR,Quits for Accommodation and food services in Total US Region
BLSE/JTS44000000JOL,Job openings for Retail trade in Total US Region
BLSE/JTS44000000QUR,Quits for Retail trade in Total US Region
BLSE/JTS90000000HIL,Hires for Government in Total US Region
BLSE/JTS30000000HIR,Hires for Manufacturing in Total US Region
BLSE/JTU00000000LDR,Layoffs and discharges for Total nonfarm in Total US Region
BLSE/JTS54009900HIL,Hires for Professional and business services in Total US Region
BLSE/JTS54009900HIR,Hires for Professional and business services in Total US Region
BLSE/JTS44000000TSR,Total separations for Retail trade in Total US Region
BLSE/JTU10000000HIL,Hires for Total private in Total US Region
BLSE/JTS54009900TSL,Total separations for Professional and business services in Total US Region
BLSE/JTS32000000HIL,Hires for Durable goods manufacturing in Total US Region
BLSE/JTS54009900QUR,Quits for Professional and business services in Total US Region
BLSE/JTS30000000TSR,Total separations for Manufacturing in Total US Region
BLSE/JTS92000000JOL,Job openings for State and local in Total US Region
BLSE/JTS32000000TSR,Total separations for Durable goods manufacturing in Total US Region
BLSE/JTS60000000JOL,Job openings for Education and health services in Total US Region
BLSE/JTS90000000TSR,Total separations for Government in Total US Region
BLSE/JTS60000000QUL,Quits for Education and health services in Total US Region
BLSE/JTU10000000QUR,Quits for Total private in Total US Region
BLSE/JTS92000000QUL,Quits for State and local in Total US Region
BLSE/JTS34000000JOR,Job openings for Nondurable goods manufacturing in Total US Region
BLSE/JTS92000000TSL,Total separations for State and local in Total US Region
BLSE/JTU11009900JOR,Job openings for Mining and logging in Total US Region
BLSE/JTS34000000QUL,Quits for Nondurable goods manufacturing in Total US Region
BLSE/JTS62000000QUL,Quits for Health care and social assistance in Total US Region
BLSE/JTS60000000QUR,Quits for Education and health services in Total US Region
BLSE/JTS62000000JOR,Job openings for Health care and social assistance in Total US Region
BLSE/JTS40000000HIL,"Hires for Trade, transportation, and utilities in Total US Region"
BLSE/JTS40000000QUL,"Quits for Trade, transportation, and utilities in Total US Region"
BLSE/JTU11009900TSL,Total separations for Mining and logging in Total US Region
BLSE/JTU00000000OSR,Other separations for Total nonfarm in Total US Region
BLSE/JTU00000000TSL,Total separations for Total nonfarm in Total US Region
BLSE/JTS70000000HIL,Hires for Leisure and hospitality in Total US Region
BLSE/JTU23000000LDL,Layoffs and discharges for Construction in Total US Region
BLSE/JTU23000000HIL,Hires for Construction in Total US Region
BLSE/JTS70000000TSL,Total separations for Leisure and hospitality in Total US Region
BLSE/JTS70000000QUL,Quits for Leisure and hospitality in Total US Region
BLSE/JTS70000000QUR,Quits for Leisure and hospitality in Total US Region
BLSE/JTU10000000OSL,Other separations for Total private in Total US Region
BLSE/JTS44000000TSL,Total separations for Retail trade in Total US Region
BLSE/JTU23000000QUL,Quits for Construction in Total US Region
BLSE/JTS54009900JOR,Job openings for Professional and business services in Total US Region
BLSE/JTS71000000QUL,"Quits for Arts, entertainment, and recreation in Total US Region"
BLSE/JTS71000000JOR,"Job openings for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU30000000HIR,Hires for Manufacturing in Total US Region
BLSE/JTU11009900HIL,Hires for Mining and logging in Total US Region
BLSE/JTS71000000TSR,"Total separations for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU11009900HIR,Hires for Mining and logging in Total US Region
BLSE/JTS72000000JOL,Job openings for Accommodation and food services in Total US Region
BLSE/JTS72000000HIR,Hires for Accommodation and food services in Total US Region
BLSE/JTU30000000QUL,Quits for Manufacturing in Total US Region
BLSE/JTS60000000HIR,Hires for Education and health services in Total US Region
BLSE/JTS72000000QUL,Quits for Accommodation and food services in Total US Region
BLSE/JTU30000000OSR,Other separations for Manufacturing in Total US Region
BLSE/JTS60000000JOR,Job openings for Education and health services in Total US Region
BLSE/JTU11009900QUR,Quits for Mining and logging in Total US Region
BLSE/JTU32000000HIR,Hires for Durable goods manufacturing in Total US Region
BLSE/JTU11009900TSR,Total separations for Mining and logging in Total US Region
BLSE/JTS60000000TSL,Total separations for Education and health services in Total US Region
BLSE/JTS90000000JOR,Job openings for Government in Total US Region
BLSE/JTU32000000OSL,Other separations for Durable goods manufacturing in Total US Region
BLSE/JTS90000000HIR,Hires for Government in Total US Region
BLSE/JTS90000000LDR,Layoffs and discharges for Government in Total US Region
BLSE/JTS62000000HIR,Hires for Health care and social assistance in Total US Region
BLSE/JTS90000000OSL,Other separations for Government in Total US Region
BLSE/JTU23000000LDR,Layoffs and discharges for Construction in Total US Region
BLSE/JTU23000000HIR,Hires for Construction in Total US Region
BLSE/JTS92000000HIL,Hires for State and local in Total US Region
BLSE/JTS62000000TSR,Total separations for Health care and social assistance in Total US Region
BLSE/JTU32000000TSR,Total separations for Durable goods manufacturing in Total US Region
BLSE/JTU34000000HIR,Hires for Nondurable goods manufacturing in Total US Region
BLSE/JTS92000000HIR,Hires for State and local in Total US Region
BLSE/JTU23000000TSR,Total separations for Construction in Total US Region
BLSE/JTU30000000JOL,Job openings for Manufacturing in Total US Region
BLSE/JTU00000000HIR,Hires for Total nonfarm in Total US Region
BLSE/JTU34000000JOL,Job openings for Nondurable goods manufacturing in Total US Region
BLSE/JTS71000000HIL,"Hires for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU00000000JOL,Job openings for Total nonfarm in Total US Region
BLSE/JTU30000000LDL,Layoffs and discharges for Manufacturing in Total US Region
BLSE/JTU30000000OSL,Other separations for Manufacturing in Total US Region
BLSE/JTU34000000TSL,Total separations for Nondurable goods manufacturing in Total US Region
BLSE/JTS71000000TSL,"Total separations for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU00000000OSL,Other separations for Total nonfarm in Total US Region
BLSE/JTU32000000JOL,Job openings for Durable goods manufacturing in Total US Region
BLSE/JTU00000000QUL,Quits for Total nonfarm in Total US Region
BLSE/JTU32000000JOR,Job openings for Durable goods manufacturing in Total US Region
BLSE/JTU00000000TSR,Total separations for Total nonfarm in Total US Region
BLSE/JTU40000000JOR,"Job openings for Trade, transportation, and utilities in Total US Region"
BLSE/JTU10000000JOR,Job openings for Total private in Total US Region
BLSE/JTS72000000TSL,Total separations for Accommodation and food services in Total US Region
BLSE/JTU32000000OSR,Other separations for Durable goods manufacturing in Total US Region
BLSE/JTU10000000LDL,Layoffs and discharges for Total private in Total US Region
BLSE/JTU10000000HIR,Hires for Total private in Total US Region
BLSE/JTU40000000TSR,"Total separations for Trade, transportation, and utilities in Total US Region"
BLSE/JTU10000000OSR,Other separations for Total private in Total US Region
BLSE/JTS90000000JOL,Job openings for Government in Total US Region
BLSE/JTU42000000JOL,Job openings for Wholesale trade in Total US Region
BLSE/JTU10000000QUL,Quits for Total private in Total US Region
BLSE/JTS90000000OSR,Other separations for Government in Total US Region
BLSE/JTS90000000QUR,Quits for Government in Total US Region
BLSE/JTU11009900JOL,Job openings for Mining and logging in Total US Region
BLSE/JTU42000000QUL,Quits for Wholesale trade in Total US Region
BLSE/JTS90000000QUL,Quits for Government in Total US Region
BLSE/JTU11009900OSL,Other separations for Mining and logging in Total US Region
BLSE/JTU11009900LDR,Layoffs and discharges for Mining and logging in Total US Region
BLSE/JTS92000000JOR,Job openings for State and local in Total US Region
BLSE/JTU34000000TSR,Total separations for Nondurable goods manufacturing in Total US Region
BLSE/JTU44000000JOR,Job openings for Retail trade in Total US Region
BLSE/JTU11009900QUL,Quits for Mining and logging in Total US Region
BLSE/JTU11009900LDL,Layoffs and discharges for Mining and logging in Total US Region
BLSE/JTU00000000HIL,Hires for Total nonfarm in Total US Region
BLSE/JTU00000000JOR,Job openings for Total nonfarm in Total US Region
BLSE/JTU23000000OSL,Other separations for Construction in Total US Region
BLSE/JTU40000000OSR,"Other separations for Trade, transportation, and utilities in Total US Region"
BLSE/JTU48009900HIL,"Hires for Transportation, warehousing, and utilities in Total US Region"
BLSE/JTU00000000LDL,Layoffs and discharges for Total nonfarm in Total US Region
BLSE/JTU23000000JOR,Job openings for Construction in Total US Region
BLSE/JTU40000000TSL,"Total separations for Trade, transportation, and utilities in Total US Region"
BLSE/JTU23000000QUR,Quits for Construction in Total US Region
BLSE/JTU42000000HIR,Hires for Wholesale trade in Total US Region
BLSE/JTU00000000QUR,Quits for Total nonfarm in Total US Region
BLSE/JTU30000000HIL,Hires for Manufacturing in Total US Region
BLSE/JTU10000000JOL,Job openings for Total private in Total US Region
BLSE/JTU42000000OSL,Other separations for Wholesale trade in Total US Region
BLSE/JTU48009900OSR,"Other separations for Transportation, warehousing, and utilities in Total US Region"
BLSE/JTU42000000OSR,Other separations for Wholesale trade in Total US Region
BLSE/JTU42000000TSL,Total separations for Wholesale trade in Total US Region
BLSE/JTU10000000LDR,Layoffs and discharges for Total private in Total US Region
BLSE/JTU48009900TSL,"Total separations for Transportation, warehousing, and utilities in Total US Region"
BLSE/JTU30000000TSR,Total separations for Manufacturing in Total US Region
BLSE/JTU44000000HIR,Hires for Retail trade in Total US Region
BLSE/JTU30000000TSL,Total separations for Manufacturing in Total US Region
BLSE/JTU10000000TSL,Total separations for Total private in Total US Region
BLSE/JTU51000000LDR,Layoffs and discharges for Information in Total US Region
BLSE/JTU44000000OSL,Other separations for Retail trade in Total US Region
BLSE/JTU30000000QUR,Quits for Manufacturing in Total US Region
BLSE/JTU23000000TSL,Total separations for Construction in Total US Region
BLSE/JTU44000000JOL,Job openings for Retail trade in Total US Region
BLSE/JTU51000000OSR,Other separations for Information in Total US Region
BLSE/JTU32000000LDR,Layoffs and discharges for Durable goods manufacturing in Total US Region
BLSE/JTU10000000TSR,Total separations for Total private in Total US Region
BLSE/JTU44000000QUL,Quits for Retail trade in Total US Region
BLSE/JTU44000000TSL,Total separations for Retail trade in Total US Region
BLSE/JTU32000000TSL,Total separations for Durable goods manufacturing in Total US Region
BLSE/JTU48009900HIR,"Hires for Transportation, warehousing, and utilities in Total US Region"
BLSE/JTU11009900OSR,Other separations for Mining and logging in Total US Region
BLSE/JTU32000000QUR,Quits for Durable goods manufacturing in Total US Region
BLSE/JTU32000000QUL,Quits for Durable goods manufacturing in Total US Region
BLSE/JTU34000000HIL,Hires for Nondurable goods manufacturing in Total US Region
BLSE/JTU51009900OSR,Other separations for Financial activities in Total US Region
BLSE/JTU51009900TSL,Total separations for Financial activities in Total US Region
BLSE/JTU23000000OSR,Other separations for Construction in Total US Region
BLSE/JTU48009900QUR,"Quits for Transportation, warehousing, and utilities in Total US Region"
BLSE/JTU34000000LDL,Layoffs and discharges for Nondurable goods manufacturing in Total US Region
BLSE/JTU34000000OSL,Other separations for Nondurable goods manufacturing in Total US Region
BLSE/JTU23000000JOL,Job openings for Construction in Total US Region
BLSE/JTU48009900TSR,"Total separations for Transportation, warehousing, and utilities in Total US Region"
BLSE/JTU34000000LDR,Layoffs and discharges for Nondurable goods manufacturing in Total US Region
BLSE/JTU34000000OSR,Other separations for Nondurable goods manufacturing in Total US Region
BLSE/JTU34000000QUR,Quits for Nondurable goods manufacturing in Total US Region
BLSE/JTU52000000OSR,Other separations for Finance and insurance in Total US Region
BLSE/JTU51000000JOR,Job openings for Information in Total US Region
BLSE/JTU30000000JOR,Job openings for Manufacturing in Total US Region
BLSE/JTU51000000JOL,Job openings for Information in Total US Region
BLSE/JTU30000000LDR,Layoffs and discharges for Manufacturing in Total US Region
BLSE/JTU40000000JOL,"Job openings for Trade, transportation, and utilities in Total US Region"
BLSE/JTU40000000LDL,"Layoffs and discharges for Trade, transportation, and utilities in Total US Region"
BLSE/JTU51000000TSR,Total separations for Information in Total US Region
BLSE/JTU52000000TSL,Total separations for Finance and insurance in Total US Region
BLSE/JTU48009900LDR,"Layoffs and discharges for Transportation, warehousing, and utilities in Total US Region"
BLSE/JTU40000000QUL,"Quits for Trade, transportation, and utilities in Total US Region"
BLSE/JTU40000000OSL,"Other separations for Trade, transportation, and utilities in Total US Region"
BLSE/JTU32000000HIL,Hires for Durable goods manufacturing in Total US Region
BLSE/JTU51009900JOR,Job openings for Financial activities in Total US Region
BLSE/JTU52000000OSL,Other separations for Finance and insurance in Total US Region
BLSE/JTU42000000HIL,Hires for Wholesale trade in Total US Region
BLSE/JTU51009900LDL,Layoffs and discharges for Financial activities in Total US Region
BLSE/JTU32000000LDL,Layoffs and discharges for Durable goods manufacturing in Total US Region
BLSE/JTU42000000JOR,Job openings for Wholesale trade in Total US Region
BLSE/JTU53000000LDR,Layoffs and discharges for Real estate and rental and leasing in Total US Region
BLSE/JTU42000000LDR,Layoffs and discharges for Wholesale trade in Total US Region
BLSE/JTU53000000QUR,Quits for Real estate and rental and leasing in Total US Region
BLSE/JTU52000000HIR,Hires for Finance and insurance in Total US Region
BLSE/JTU42000000TSR,Total separations for Wholesale trade in Total US Region
BLSE/JTU54009900LDR,Layoffs and discharges for Professional and business services in Total US Region
BLSE/JTU52000000HIL,Hires for Finance and insurance in Total US Region
BLSE/JTU51009900TSR,Total separations for Financial activities in Total US Region
BLSE/JTU54009900OSL,Other separations for Professional and business services in Total US Region
BLSE/JTU44000000LDR,Layoffs and discharges for Retail trade in Total US Region
BLSE/JTU44000000HIL,Hires for Retail trade in Total US Region
BLSE/JTU54009900QUR,Quits for Professional and business services in Total US Region
BLSE/JTU52000000QUR,Quits for Finance and insurance in Total US Region
BLSE/JTU34000000JOR,Job openings for Nondurable goods manufacturing in Total US Region
BLSE/JTU34000000QUL,Quits for Nondurable goods manufacturing in Total US Region
BLSE/JTU52000000TSR,Total separations for Finance and insurance in Total US Region
BLSE/JTU44000000QUR,Quits for Retail trade in Total US Region
BLSE/JTU44000000TSR,Total separations for Retail trade in Total US Region
BLSE/JTU40000000HIL,"Hires for Trade, transportation, and utilities in Total US Region"
BLSE/JTU60000000QUR,Quits for Education and health services in Total US Region
BLSE/JTU53000000LDL,Layoffs and discharges for Real estate and rental and leasing in Total US Region
BLSE/JTU40000000HIR,"Hires for Trade, transportation, and utilities in Total US Region"
BLSE/JTU53000000OSR,Other separations for Real estate and rental and leasing in Total US Region
BLSE/JTU48009900JOR,"Job openings for Transportation, warehousing, and utilities in Total US Region"
BLSE/JTU60000000OSL,Other separations for Education and health services in Total US Region
BLSE/JTU40000000LDR,"Layoffs and discharges for Trade, transportation, and utilities in Total US Region"
BLSE/JTU48009900LDL,"Layoffs and discharges for Transportation, warehousing, and utilities in Total US Region"
BLSE/JTU53000000TSR,Total separations for Real estate and rental and leasing in Total US Region
BLSE/JTU48009900QUL,"Quits for Transportation, warehousing, and utilities in Total US Region"
BLSE/JTU40000000QUR,"Quits for Trade, transportation, and utilities in Total US Region"
BLSE/JTU61000000LDR,Layoffs and discharges for Educational services in Total US Region
BLSE/JTU61000000OSL,Other separations for Educational services in Total US Region
BLSE/JTU54009900JOR,Job openings for Professional and business services in Total US Region
BLSE/JTU54009900HIR,Hires for Professional and business services in Total US Region
BLSE/JTU51000000HIR,Hires for Information in Total US Region
BLSE/JTU51000000LDL,Layoffs and discharges for Information in Total US Region
BLSE/JTU42000000LDL,Layoffs and discharges for Wholesale trade in Total US Region
BLSE/JTU54009900QUL,Quits for Professional and business services in Total US Region
BLSE/JTU60000000HIL,Hires for Education and health services in Total US Region
BLSE/JTU42000000QUR,Quits for Wholesale trade in Total US Region
BLSE/JTU61000000OSR,Other separations for Educational services in Total US Region
BLSE/JTU60000000JOL,Job openings for Education and health services in Total US Region
BLSE/JTU51000000TSL,Total separations for Information in Total US Region
BLSE/JTU51009900HIL,Hires for Financial activities in Total US Region
BLSE/JTU60000000LDL,Layoffs and discharges for Education and health services in Total US Region
BLSE/JTU51000000QUL,Quits for Information in Total US Region
BLSE/JTU51009900JOL,Job openings for Financial activities in Total US Region
BLSE/JTU62000000JOR,Job openings for Health care and social assistance in Total US Region
BLSE/JTU62000000OSR,Other separations for Health care and social assistance in Total US Region
BLSE/JTU51009900LDR,Layoffs and discharges for Financial activities in Total US Region
BLSE/JTU60000000OSR,Other separations for Education and health services in Total US Region
BLSE/JTU44000000LDL,Layoffs and discharges for Retail trade in Total US Region
BLSE/JTU62000000TSR,Total separations for Health care and social assistance in Total US Region
BLSE/JTU51009900QUL,Quits for Financial activities in Total US Region
BLSE/JTU44000000OSR,Other separations for Retail trade in Total US Region
BLSE/JTU60000000QUL,Quits for Education and health services in Total US Region
BLSE/JTU70000000JOL,Job openings for Leisure and hospitality in Total US Region
BLSE/JTU70000000JOR,Job openings for Leisure and hospitality in Total US Region
BLSE/JTU70000000LDR,Layoffs and discharges for Leisure and hospitality in Total US Region
BLSE/JTU52000000LDL,Layoffs and discharges for Finance and insurance in Total US Region
BLSE/JTU48009900JOL,"Job openings for Transportation, warehousing, and utilities in Total US Region"
BLSE/JTU61000000QUL,Quits for Educational services in Total US Region
BLSE/JTU52000000JOR,Job openings for Finance and insurance in Total US Region
BLSE/JTU71000000HIR,"Hires for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU71000000JOR,"Job openings for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU48009900OSL,"Other separations for Transportation, warehousing, and utilities in Total US Region"
BLSE/JTU61000000QUR,Quits for Educational services in Total US Region
BLSE/JTU51000000HIL,Hires for Information in Total US Region
BLSE/JTU53000000HIL,Hires for Real estate and rental and leasing in Total US Region
BLSE/JTU62000000JOL,Job openings for Health care and social assistance in Total US Region
BLSE/JTU53000000JOL,Job openings for Real estate and rental and leasing in Total US Region
BLSE/JTU62000000LDR,Layoffs and discharges for Health care and social assistance in Total US Region
BLSE/JTU51000000OSL,Other separations for Information in Total US Region
BLSE/JTU52000000QUL,Quits for Finance and insurance in Total US Region
BLSE/JTU71000000QUL,"Quits for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU71000000QUR,"Quits for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU53000000QUL,Quits for Real estate and rental and leasing in Total US Region
BLSE/JTU53000000TSL,Total separations for Real estate and rental and leasing in Total US Region
BLSE/JTU71000000TSL,"Total separations for Arts, entertainment, and recreation in Total US Region"
BLSE/JTU70000000HIR,Hires for Leisure and hospitality in Total US Region
BLSE/JTU51000000QUR,Quits for Information in Total US Region
BLSE/JTU72000000LDL,Layoffs and discharges for Accommodation and food services in Total US Region
BLSE/JTU51009900HIR,Hires for Financial activities in Total US Region
BLSE/JTU54009900HIL,Hires for Professional and business services in Total US Region
BLSE/JTU70000000OSR,Other separations for Leisure and hospitality in Total US Region
BLSE/JTU51009900OSL,Other separations for Financial activities in Total US Region
BLSE/JTU72000000TSL,Total separations for Accommodation and food services in Total US Region
BLSE/JTU70000000TSR,Total separations for Leisure and hospitality in Total US Region
BLSE/JTU51009900QUR,Quits for Financial activities in Total US Region
BLSE/JTU54009900TSL,Total separations for Professional and business services in Total US Region
BLSE/JTU52000000JOL,Job openings for Finance and insurance in Total US Region
BLSE/JTU60000000JOR,Job openings for Education and health services in Total US Region
BLSE/JTU81000000LDR,Layoffs and discharges for Other services in Total US Region
BLSE/JTU60000000LDR,Layoffs and discharges for Education and health services in Total US Region
BLSE/JTU81000000TSR,Total separations for Other services in Total US Region
BLSE/JTU81000000LDL,Layoffs and discharges for Other services in Total US Region
BLSE/JTU52000000LDR,Layoffs and discharges for Finance and insurance in Total US Region
BLSE/JTU60000000TSR,Total separations for Education and health services in Total US Region
